Index,Firm/Fund,Company,Business Description,Primary Industry (CIQ/GICS),Topic Tags,Geography,BERT_Score,Rule_Based_Score,Final_Score
531,Shell plc,"GlassPoint Solar, Inc.","GlassPoint Solar, Inc. designs, manufactures, and installs solar thermal steam generators for the oil and gas industry worldwide. It delivers solar steam for enhanced oil recovery applications to independent producers, national oil companies, oil majors, chemicals, metals, and other manufacturing sectors primarily in Southern California, North Africa, Western China, and Madagascar. The company was formerly known as CleanBoard, Inc. and changed its name to GlassPoint Solar, Inc. in October 2009. GlassPoint Solar, Inc. was incorporated in 2009 and is based in New York, New York. It has technology center in Germany and operations center in the United Kingdom.",Heavy Electrical Equipment,,United States and Canada,4,2,4
532,Shell plc,Gorgon Australian Gas,"Gorgon Australian Gas, also known as Gorgon LNG, engages in the development, production, marketing, and supply of liquid natural gas and crude oil. The company serves industrial and domestic gas markets. Gorgon is based in Perth, Australia.",Oil and Gas Refining and Marketing,,Asia-Pacific,1,1,1
533,Shell plc,Gothenburg Fuelling Company AB,Gothenburg Fuelling Company AB is headquartered in Sweden.,,,Europe,2,1,2
534,Shell plc,Groupement Petrolier Aviation,"Freight Transportation Arrangement, Nsk",Airport Services,"Freight Service, Freight",Europe,2,1,2
535,Shell plc,"Hangzhou Natural Gas Co., Ltd.","Hangzhou Natural Gas Co., Ltd. is a gas utilities company. It provides distributes gaseous fuels through mains. The company is based in China.",Gas Utilities,,Asia-Pacific,1,1,1
536,Shell plc,Heathrow Airport Fuel Company Limited,"Heathrow Airport Fuel Company Limited operates as an airport services company. It provides airport operations and other air transport support services. The company was incorporated in 1996 and is based in Hounslow, United Kingdom.",Airport Services,,Europe,2,1,2
537,Shell plc,Heathrow Hydrant Operating Company Limited,,Specialized Consumer Services,,Europe,4,1,4
538,Shell plc,Iara B.V.,"Iara B.V. operates as a licensed storage tank terminal operator handling various types of petroleum, and dry and liquid chemical and petroleum coke. The company was founded in 2017 and is based in Rotterdam, the Netherlands.",Oil and Gas Storage and Transportation,,Europe,1,1,1
539,Shell plc,Investancia Group B.V.,"Investancia Group B.V. reforests degraded cattle land in silvopastoral systems, which improves pastures and allows cattle ranchers to grazing activities. The company was founded in 2013 and is based in Rotterdam, the Netherlands.",Environmental and Facilities Services,,Europe,3,1,3
540,Shell plc,IOT Management Sdn Bhd,"IOT Management Sdn Bhd operates and manages oil terminals. The company was incorporated in 2002 and is based in Kuching, Malaysia.",Oil and Gas Storage and Transportation,,Asia-Pacific,1,1,1
541,Shell plc,Japan Chemtech Ltd.,"Japan Chemtech Ltd. operates in the Chemical Wholesalers industry. Companies in this industry operate as merchant wholesale distributors of plastics materials and a variety of other chemical products. Major companies in this industry include as well as Brenntag (based in Germany), HELM (Germany), ITOCHU (Japan), Nexeo Solutions (US), Sinochem (China), and Univar (US). Japan Chemtech Ltd. was founded in 1999 and is based in Minato-Ku, Japan.",Trading Companies and Distributors,,Asia-Pacific,3,1,3
542,Shell plc,Karachaganak Petroleum Operating B.V.,"Karachaganak Petroleum Operating B.V. extracts, process, and exports oil and gas. It offers stabilized and un-stabilized liquid hydrocarbons, raw and fuel gas, sour gas, sweet gas, and fuel gas. The company also provides drilling and reservoir management services. Karachaganak Petroleum Operating B.V. was founded in 1979 and is based in Aksay, Kazakhstan.",Oil and Gas Exploration and Production,,Europe,1,2,1
543,Shell plc,Kebabangan Petroleum Operating Company Sdn Bhd,"Kebabangan Petroleum Operating Company Sdn Bhd offers natural gas and petroleum production services. The company was incorporated in 2007 and is based in Kuala Lumpur, Malaysia.",Oil and Gas Exploration and Production,,Asia-Pacific,1,1,1
544,Shell plc,Kite Power Systems Ltd.,"Kite Power Systems Ltd. develops systems to generate renewable energy from the wind. Its power generating systems and technology are suitable for deep water locations. The company serves floating offshore wind and onshore wind energy markets globally. Kite Power Systems Ltd. was founded in 2011 and is based in Burnham-on-Crouch, United Kingdom. Kite Power Systems Ltd. is in liquidation.",Heavy Electrical Equipment,"Clean Energy, Energy Market, Renewable Energy, Wind Energy",Europe,3,5,5
545,Shell plc,"Lapa Oil & Gas, B.V.","Lapa Oil & Gas, B.V. provides platform for production of crude oil and natural gas. The company is based in The Hague, The Netherlands.",Oil and Gas Exploration and Production,,Europe,1,1,1
546,Shell plc,Libra Oil & Gas BV,Libra Oil & Gas BV is a machinery and supplies and components (industrial) company. It manufactures special-purpose machinery. The company was founded in 2016 and is based in Netherlands.,Industrial Machinery and Supplies and Components,,Europe,4,1,4
547,Shell plc,LNG Canada Development Inc.,"LNG Canada Development Inc. focuses on the design, construction, and operation of a gas liquefaction plant and facilities for the storage and export of liquefied natural gas, including marine facilities. The company was founded in 2011 and is based in Kitimat, Canada.",Oil and Gas Refining and Marketing,,United States and Canada,1,1,1
548,Shell plc,LOCAP LLC,"LOCAP LLC owns and operates crude oil petroleum pipelines in Louisiana. The company was incorporated in 1977 and is based in Covington, Louisiana. As of September 1, 2017, LOCAP LLC operates as a subsidiary of MPLX LP._x000D_
",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
549,Shell plc,LOOP LLC,"LOOP LLC engages in receiving, storing, and delivering crude oil. The company links the domestic and foreign energy producers with oil and gas refineries in the United States. Its services include vessel loading, tanker offloading, domestic terminalling, cavern storage, LOOP Sour storage, blending, custody title transfer, and pipeline management. LOOP LLC was formerly known as LOOP, Inc. and changed its name to LOOP LLC in October 1996. The company was incorporated in 1972 and is headquartered in Covington, Louisiana with an operations center in Cut Off, Louisiana. LOOP LLC operates as a subsidiary of MPLX LP",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
550,Shell plc,Loyalty Management Netherlands B.V.,Loyalty Management Netherlands B.V. operates as a subsidiary of Loyalty Management International B.V.,Advertising,,Europe,4,1,4
551,Shell plc,Maasvlakte Olie Terminal C.V.,"Maasvlakte Olie Terminal is one of the largest oil terminals in the world. The company operates in South Holland and focuses on the excellent execution of its logistical function for its partners. Maasvlakte Olie Terminal emphasizes long-term continuity and encourages proactive action, initiative, creativity, and teamwork. The company values integrity, respect, and the right knowledge and competencies within its organization.",Diversified Support Services,,Europe,2,1,2
552,Shell plc,Malmö Fuelling Services Aktiebolag,"Malmo Fuelling Services AB offers airplane refueling services. The company was founded in 1972 and is headquartered in Malmo, Sweden.",Aerospace and Defense,,Europe,2,1,2
553,Shell plc,Marlim Azul Energia S.A.,"Marlim Azul Energia S.A. develops and operates thermoelectric power plants for generating electricity in the state of Rio de Janeiro. The company was founded in 2018 and is based in São Paulo, Brazil.",Electric Utilities,,Latin America and Caribbean,3,1,3
554,Shell plc,Marmara Depoculuk Hizmetleri AS,"Marmara Depoculuk Hizmetleri AS offers petroleum products and lubricant oil storage and warehouse services. The company was founded in 2009 and is based in Tekirdag, Turkey.",Diversified Support Services,,Europe,1,1,1
555,Shell plc,Mineraloelraffinerie Oberrhein Verwaltungs GmbH,"Mineraloelraffinerie Oberrhein Verwaltungs GmbH is a holding, patent owners, and trusts or estates company. It offers office support services. It was founded in 1996 and is headquartered in Karlsruhe, Germany.",Multi-Sector Holdings,,Europe,3,1,3
556,Shell plc,MIRICO Ltd.,"MIRICO Ltd., a laser spectroscopy instrumentation company, develops analytical instruments for trace gas analysis. It offers stable isotope analyzers for space exploration, primarily planetary landers. The company also offers Tuneable Laser Absorption Spectroscopy technology for real-time, in-situ monitoring of trace gas molecules and isotopologues; Laser Isotope Ratiometer technique to measure the ratio of stable isotopes of a given molecule, as well as for environmental monitoring, atmospheric emissions, geochemistry, medical diagnosis, and oil and gas exploration and production applications. It provides LIBRA platform, which offers gas analysis solutions for applications, such as Carbon Capture, Utilisation and Storage (CCUS), environmental research and breath, and volcanic gas analysis. The company serves industry and research professionals. MIRICO Ltd. was founded in 2015 and is based in Oxford, United Kingdom.",Electronic Equipment and Instruments,"ClimateTech,  Data Center Technology, Environmental Monitoring",Europe,2,1,2
557,Shell plc,Multi Tank Card B.V.,"Multi Tank Card B.V. was founded in 1989 and is headquartered in Hoofddorp, Noord-Holland, Netherlands.",Investment Banking and Brokerage,Network Security,Europe,3,1,3
558,Shell plc,Nam Offshore B.V.,Crude Petroleum/Natural Gas Production,Oil and Gas Exploration and Production,,Europe,1,1,1
559,Shell plc,Next Kraftwerke GmbH,"Next Kraftwerke GmbH is an operator and provider of virtual power plant (VPP) and a certified power trader on various European energy exchanges. Its VPP Next Pool includes a network of medium and small scale power producing units, such as bioenergy, wind, and solar power generators, as well as power consuming units in Central Europe. The company digitally aggregates distributed units and trades their power smartly. Next Kraftwerke GmbH was founded in 2009 and is based in Cologne, Germany. As of July 30, 2021, Next Kraftwerke GmbH operates as a subsidiary of Shell Overseas Investments B.V..",Electric Utilities,CleanTech,Europe,3,5,5
