M&A Deal Identifier,Year Completed/Unconditional (yyyy),Year of Announcement (yyyy),M&A Type,Purpose,Purpose Text,Strategic Purpose,Target Business Description,Target Ultimate Parent,Target Ultimate Parent 6-digit CUSIP,Target Ultimate Parent Business Description,Target Ultimate Parent Industry,Target Ultimate Parent Industry Group,Target Ultimate Parent Major SIC Group,Target Ultimate Parent Nation,Acquiror Ultimate Parent,Acquiror Ultimate Parent 6-digit CUSIP,Acquiror Ultimate Parent Industry,Acquiror Ultimate Parent Major SIC Group,Acquiror Ultimate Parent Nation,M&A Headline,Deal Synopsis,Singh,Arora,Neilsen,RH,Uche,Edrick
34391705390,2007,2007,Undisclosed Dollar Value Deal,,,,Certain assets,,,,,,,,,,,,,EniNeftegaz acquires YukosSibneft Oil Co-Certain,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (ES) and Enel SpA, acquired certain assets, of YukosSibneft Oil Co (YO), a Moscow-based provider of oil production, exploration and refining services. Concurrently, EN acquired the entire share capital of OAO Arctic Gas Co, ZAO Urengoil Inc, OAO Neftegaztechnologia. Additionally, ES acquired the remaining 20% stake, or 948.26 mil ordinary shares, which it did not already own, in OAO Gazprom Neft. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US).",1,1,1,1,2,1
34391287908,2007,2007,Undisclosed Dollar Value Deal,,,,Oil and gas exploration and production property,Anadarko Petroleum Corp,032511,"Anadarko Petroleum Corp, located in The Woodlands, Texas, is an oil and gas exploration and production company. Its asset portfolio includes positions in onshore resource in the Rocky Mountains region, the southern United States and the Appalachian basin. It is also an independent producer in the deep water Gulf of Mexico and has production and exploration activities globally, including positions in high-potential basins located in East and West Africa, Algeria, China, Alaska and New Zealand. It also operates in three segments: Oil and Gas exploration and production, Midstream and Marketing. The Company is also a holding company. The Company was founded in 1959.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,"Eni SpA acquires 70% stake in Nikaitchuq Oil Filed,Alaska","US - Eni SpA acquired the remaining 70% interest, which it did not already own, in Nikaitchuq oil field, located in Alaska, an oil and gas exploration and production property, from a unit of the Kerr-Mcgee Oil and Gas Corp subsidiary of Anadarko Petroleum Corp's Kerr-McGee Corp unit. Terms were not disclosed.",1,1,1,1,2,1
34391288008,2007,2007,Disclosed Dollar Value Deal,Allow to offer new products and services,The purpose of this transaction was to allow Coral Energy LP to offer a broader portfolio of value-added services to their customers in the region.,,Provide electric and gas services,Avista Corp,05379B,"Avista Corp, headquartered in Spokane, Washington, United States of America, provides electric and gas services and is engaged in the generation, transmission and distribution of energy as well as other energy-related businesses. Its core business, Avista Utilities, is a regulated utility, providing service to 346,000 electric and 306,000 natural gas customers in the economically growing northwestern United States of America. Its primary unregulated subsidiary is Advantage IQ. The Company was founded in 1889.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",United States,Shell PLC,780259,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Coral Energy LP acquires Avista Energy Inc for US$175M,"US - Coral Energy LP, a unit of Royal Dutch Shell PLC's Shell Oil Co subsidiary, acquired Avista Energy Inc, a provider of electric and gas services, from Avista Corp, for an estimated $175 mil. The transaction had been subject to regulatory approvals.",1,2,2,1,1,2
34391723180,2007,2007,Undisclosed Dollar Value Deal,,,,"Own,op gasoline svc stations",Geant Polska-gasoline services stations,36433T,"Own,op gasoline svc stations",Miscellaneous Retail Trade,Trade Group,"Automotive Dealers, Gasoline Service Stations",Poland,Statoil Asa,85771P,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil Poland Sp zoo acquires Geant Polska-gasoline services,"POLAND - Statoil Poland Sp zoo, a unit of state-owned Statoil ASA's Den Norske Stats Oljeselskap AS subsidiary, acquired the gasoline service stations of Geant Polska, an owner and operator of department stores, a unit of casino Guichard-Perrachon SA. Terms were not disclosed. The transaction was approved by regulatory authority.",3,1,2,1,1,1
34391706528,2007,2007,Disclosed Dollar Value Deal,Strengthen operations,The purpose of this transaction was to enable PTT to further strengthen its operations in the oil and gas industry.,,Retail petroleum products,ConocoPhillips,20825C,"ConocoPhillips, located in Houston, Texas, is an exploration and production company. The Company operates through six segments: Alaska, Lower 48, Canada, Europe, Middle East and North Africa, Asia Pacific, and Other International. The Alaska segment primarily explores for, produces, transports and markets crude oil, natural gas and natural gas liquids (NGLs). The Lower 48 segment consists of operations located in the 48 contiguous United States and the Gulf of Mexico. Its Canada segments consist of the Surmont oil sands developments in Alberta and British Columbia. The Europe, Middle East and North Africa segment consists of operations principally located in the Norwegian sector of the North Sea; the Norwegian Sea; Qatar; Libya; and commercial and terminal operations in the United Kingdom. The Other International segment includes interests in Colombia, as well as contingencies associated with prior operations in other countries. The Company was founded in June 1875. was founded in June 1875.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,PTT PCL,716565,Oil and Gas; Petroleum Refining,Petroleum Refining,Thailand,PTT PCL acquires ConocoPhillips Co-Fuel Ret Bus for US$281.4M,"THAILAND - PTT PCL acquired the fuel retail business of ConocoPhillips Co, an oil and gas exploration company, for 9.046 bil Thai baht ($281.38 mil US). The acquisition included 147 JETservice stations, and Jiffy convenience stores.",3,1,2,1,1,1
34391707271,2007,2007,Undisclosed Dollar Value Deal,,,,Oil and gas exploration and production,BP PLC,055622,"BP PLC, located in London, the United Kingdom, is an oil and gas company. Its segments include Upstream, Downstream, Rosneft, and Other businesses and corporate. The Upstream segment is engaged in oil and natural gas exploration, field development and production, as well as midstream transportation, storage and processing. The Downstream segment has global manufacturing and marketing operations. The Rosneft segment has a resource base of hydrocarbons onshore and offshore. The Other businesses and corporate segment comprises the biofuels and wind businesses, shipping and treasury functions, and corporate activities around the world. It provides its customers with fuel for transportation, energy for heat and light, lubricants to keep engines moving and the petrochemicals products used to make everyday items as diverse as paints, clothes and packaging. The Company was founded on April 14, 1909.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United Kingdom,Shell PLC,780259,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Shell Petroleum Co Ltd acquires 50% stake in British Petroleum Africa,"SOUTH AFRICA - Shell Petroleum Co Ltd of the UK, a unit of Royal Dutch/Shell Group acquired a 50% interest in British Petroleum Africa, an oil and gas exploration and production company, from BP Southern Africa (Pty) Ltd, a unit of BP PLC.",1,1,1,1,1,1
34391707320,2007,2007,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,North American Oil Sands Corp,65743H,Oil and gas exploration and production,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Canada,Statoil Asa,85771P,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil Asa acquires North American Oil Sands Corp for US$2B,"CANADA - Norwegian state-owned Statoil ASA acquired all the outstanding stock of North American Oil Sands Corp, an oil and gas exploration and production company, for 20 Canadian dollars ($17.827 US) in cash per share, or a total value of C$2.2 bil dollars ($1.961 bil), via a private tender offer. The transaction had been subject to regulatory and shareholders approval.",1,1,1,1,1,1
34391707320,2007,2007,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,,,,,,,,,,,,,Statoil Asa acquires North American Oil Sands Corp for US$2B,"CANADA - Norwegian state-owned Statoil ASA acquired all the outstanding stock of North American Oil Sands Corp, an oil and gas exploration and production company, for 20 Canadian dollars ($17.827 US) in cash per share, or a total value of C$2.2 bil dollars ($1.961 bil), via a private tender offer. The transaction had been subject to regulatory and shareholders approval.",1,1,1,1,1,1
34391288387,2007,2007,Disclosed Dollar Value Deal,Strengthen operations,"The purpose of this transaction was to boost Eni SpA's production to 110,000 barrels of oil equivalent a day from 36,000 at present by the second half of 2007.",,Oil and gas exploration and production assets located in the Gulf of Mexico,Dominion Resources Inc,25746U,"Dominion Resources Inc, located in Richmond, Virginia, is an electric and gas utility company. It is a holding company which also serves as a developer of residential real estate and a provider of commercial and mortgage lending services. The Company was founded in 1983.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",United States,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,Eni SpA acquires Dominion Resources-Expl Asts for US$4.8B,"US - Eni SpA, through its Eni Petroleum Co unit, acquired the production, development and exploration assets, located in the Gulf of Mexico, of Dominion Resources Inc, an electric and gas utility and holding company, for $4.757 bil. The transaction had been subject to regulatory approvals.",1,1,1,1,2,1
34391708072,2007,2007,Undisclosed Dollar Value Deal,Expand presence in new geographical regions,"The purpose of the transaction was to expand Oesterreichische Post AG's pharmaceuticals transportation services over Germany, Austria and the Benelux countries.",,Provide pharmaceutical logistics services; specialize in temperature-controlled delivery of pharmaceuticals,Scheruebl Transport GmbH,80663W,Provide pharmaceutical logistics services; specialize in temperature-controlled delivery of pharmaceuticals,Transportation and Shipping (except air),Services Group,Motor Freight Transportation,Austria,OESTERREICHISCHE INDUSTRIEHOLDING AG,67616M,Transportation and Shipping (except air),Motor Freight Transportation,Austria,Oesterreichische Post AG acquires 74% stake in Scheruebl Transport GmbH,"AUSTRIA - Oesterreichische Post AG, a unit of Austrian state-owned Oesterreichische Industrieholding AG, acquired a 74.9% interest in Scheruebl Transport GmbH, a Frankenburg-based provider of pharmaceutical logistics services.",5,1,5,2,4,2
34391734748,2007,2007,Undisclosed Dollar Value Deal,,,,"TermoBahia SA, located in, Bahia, owns and operates cogeneration plants and is an independent power producing company.",TermoBahia SA,88195A,"TermoBahia SA, located in, Bahia, owns and operates cogeneration plants and is an independent power producing company.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",Brazil,Petroleo Brasileiro SA {Petrobras},71654V,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Brazil,Petrobras acquires 65% stake in TermoBahia SA,"BRAZIL - Petroleo Brasileiro SA raised its interest to 94.42% from 29%, by acquiring a 65.42% interest in TermoBahia SA, an owner and operator of cogeneration plants.",4,3,3,1,4,1
34391288978,2007,2007,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,BP PLC,055622,"BP PLC, located in London, the United Kingdom, is an oil and gas company. Its segments include Upstream, Downstream, Rosneft, and Other businesses and corporate. The Upstream segment is engaged in oil and natural gas exploration, field development and production, as well as midstream transportation, storage and processing. The Downstream segment has global manufacturing and marketing operations. The Rosneft segment has a resource base of hydrocarbons onshore and offshore. The Other businesses and corporate segment comprises the biofuels and wind businesses, shipping and treasury functions, and corporate activities around the world. It provides its customers with fuel for transportation, energy for heat and light, lubricants to keep engines moving and the petrochemicals products used to make everyday items as diverse as paints, clothes and packaging. The Company was founded on April 14, 1909.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United Kingdom,Occidental Petroleum Corp,674599,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Occidental Petroleum Corp acquires BP PLC-Seminole San Andres for US$100M,"US - Occidental Petroleum Corp (OP) acquired the Seminole San Andres Unit, an oil and gas property, of BP PLC, for USD 100 mil and OP's 33% stake in the Horn Mountain Property.",1,1,1,1,2,1
